"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"98560","MATLOCK, WA","A","D",0,"D",0,"D",0,2,"MATLOCK","WA","MASON"
"98561","MENLO, WA",,"G",2,"G",10,"G",82,3,"MENLO","WA","PACIFIC"
"98562","MOCLIPS, WA",,"H",49,"H",192,"H",780,5,"MOCLIPS","WA","GRAYS HARBOR"
"98563","MONTESANO, WA",,"G",1226,"G",10035,"G",45015,167,"MONTESANO","WA","GRAYS HARBOR"
"98564","MOSSYROCK, WA","C","S",0,"H",726,"H",3436,29,"MOSSYROCK","WA","LEWIS"
"98565","NAPAVINE, WA",,"H",109,"H",633,"H",3117,22,"NAPAVINE","WA","LEWIS"
"98566","NEILTON, WA",,"G",26,"G",262,"G",1544,4,"NEILTON","WA","GRAYS HARBOR"
"98568","OAKVILLE, WA",,"G",95,"G",528,"G",2440,27,"OAKVILLE","WA","GRAYS HARBOR"
"98569","OCEAN SHORES, WA",,"G",1116,"G",5163,"G",23708,154,"OCEAN SHORES","WA","GRAYS HARBOR"
"98570","ONALASKA, WA",,"G",180,"G",994,"G",4774,50,"ONALASKA","WA","LEWIS"
"98571","PACIFIC BEACH, WA",,"G",100,"G",612,"G",2862,21,"PACIFIC BEACH","WA","GRAYS HARBOR"
"98572","PE ELL, WA",,"G",37,"G",107,"H",547,9,"PE ELL","WA","LEWIS"
"98575","QUINAULT, WA","B","D",0,"D",0,"D",0,8,"QUINAULT","WA","GRAYS HARBOR"
"98576","RAINIER, WA",,"H",187,"G",783,"G",3313,67,"RAINIER","WA","THURSTON"
"98577","RAYMOND, WA",,"G",845,"G",6989,"G",29504,126,"RAYMOND","WA","PACIFIC"
"98579","ROCHESTER, WA",,"H",1572,"H",10103,"H",42927,190,"ROCHESTER","WA","THURSTON"
"98580","ROY, WA",,"G",323,"G",1995,"G",8927,119,"ROY","WA","PIERCE"
"98582","SALKUM, WA","B","S",0,"H",252,"H",1188,13,"SALKUM","WA","LEWIS"
"98583","SATSOP, WA","A","D",0,"D",0,"D",0,2,"SATSOP","WA","GRAYS HARBOR"
"98584","SHELTON, WA",,"G",7337,"G",60796,"G",258602,604,"SHELTON","WA","MASON"
"98585","SILVER CREEK, WA",,"H",36,"H",70,"H",466,11,"SILVER CREEK","WA","LEWIS"
"98586","SOUTH BEND, WA",,"G",602,"G",5083,"G",21211,64,"SOUTH BEND","WA","PACIFIC"
"98587","TAHOLAH, WA","A","D",0,"D",0,"D",0,3,"TAHOLAH","WA","GRAYS HARBOR"
"98588","TAHUYA, WA",,"G",27,"G",221,"G",1061,13,"TAHUYA","WA","MASON"
"98589","TENINO, WA",,"G",592,"G",3971,"G",17586,116,"TENINO","WA","THURSTON"
"98590","TOKELAND, WA",,"G",142,"G",855,"G",3435,15,"TOKELAND","WA","PACIFIC"
"98591","TOLEDO, WA",,"G",549,"G",3978,"G",16785,77,"TOLEDO","WA","LEWIS"
"98592","UNION, WA",,"G",224,"G",1470,"G",6736,26,"UNION","WA","MASON"
"98593","VADER, WA","B","D",0,"D",0,"D",0,8,"VADER","WA","LEWIS"
"98595","WESTPORT, WA",,"G",1275,"G",10671,"G",50143,118,"WESTPORT","WA","GRAYS HARBOR"
"98596","WINLOCK, WA",,"G",562,"G",4383,"G",18686,84,"WINLOCK","WA","LEWIS"
"98597","YELM, WA",,"G",2357,"G",14130,"G",62455,327,"YELM","WA","THURSTON"
"98599","OLYMPIA, WA","A","D",0,"D",0,"D",0,1,"OLYMPIA","WA","THURSTON"
"98601","AMBOY, WA",,"G",184,"G",1027,"G",5341,44,"AMBOY","WA","CLARK"
"98602","APPLETON, WA","A","D",0,"D",0,"D",0,3,"APPLETON","WA","KLICKITAT"
"98603","ARIEL, WA",,"G",117,"G",1521,"G",7304,13,"ARIEL","WA","COWLITZ"
"98604","BATTLE GROUND, WA",,"G",4914,"G",37558,"G",164578,657,"BATTLE GROUND","WA","CLARK"
"98605","BINGEN, WA",,"G",846,"G",7167,"G",31949,57,"BINGEN","WA","KLICKITAT"
"98606","BRUSH PRAIRIE, WA",,"G",593,"G",4050,"G",21094,159,"BRUSH PRAIRIE","WA","CLARK"
"98607","CAMAS, WA",,"H",5994,"H",79921,"H",326129,547,"CAMAS","WA","CLARK"
"98610","CARSON, WA","C","D",0,"D",0,"D",0,41,"CARSON","WA","SKAMANIA"
"98611","CASTLE ROCK, WA",,"G",725,"G",4019,"G",18771,152,"CASTLE ROCK","WA","COWLITZ"
"98612","CATHLAMET, WA",,"H",419,"G",2902,"G",11174,66,"CATHLAMET","WA","WAHKIAKUM"
"98613","CENTERVILLE, WA","A","S",0,"H",359,"H",1158,6,"CENTERVILLE","WA","KLICKITAT"
"98614","CHINOOK, WA",,"H",100,"H",501,"H",2101,26,"CHINOOK","WA","PACIFIC"
"98616","COUGAR, WA",,"G",26,"H",76,"G",683,8,"COUGAR","WA","COWLITZ"
"98617","DALLESPORT, WA","C","S",0,"H",1070,"H",7041,15,"DALLESPORT","WA","KLICKITAT"
"98619","GLENWOOD, WA",,"G",107,"G",880,"G",6270,21,"GLENWOOD","WA","KLICKITAT"
"98620","GOLDENDALE, WA",,"G",969,"G",9208,"G",38841,169,"GOLDENDALE","WA","KLICKITAT"
"98621","GRAYS RIVER, WA","A","D",0,"D",0,"D",0,4,"GRAYS RIVER","WA","WAHKIAKUM"
"98622","HEISSON, WA","A","D",0,"D",0,"D",0,2,"HEISSON","WA","CLARK"
"98623","HUSUM, WA","C","D",0,"D",0,"D",0,3,"HUSUM","WA","KLICKITAT"
"98624","ILWACO, WA",,"H",498,"H",4200,"G",18486,58,"ILWACO","WA","PACIFIC"
"98625","KALAMA, WA",,"G",1057,"G",14892,"G",63271,92,"KALAMA","WA","COWLITZ"
"98626","KELSO, WA",,"G",4828,"G",35941,"G",155652,423,"KELSO","WA","COWLITZ"
"98628","KLICKITAT, WA",,"G",15,"G",66,"G",285,10,"KLICKITAT","WA","KLICKITAT"
"98629","LA CENTER, WA",,"G",1061,"G",7483,"G",33138,108,"LA CENTER","WA","CLARK"
"98631","LONG BEACH, WA",,"H",942,"H",5423,"H",24801,147,"LONG BEACH","WA","PACIFIC"
"98632","LONGVIEW, WA",,"G",19249,"G",225358,"G",885222,1174,"LONGVIEW","WA","COWLITZ"
"98635","LYLE, WA",,"G",37,"G",129,"G",937,30,"LYLE","WA","KLICKITAT"
"98637","NAHCOTTA, WA",,"G",25,"H",175,"H",801,7,"NAHCOTTA","WA","PACIFIC"
"98638","NASELLE, WA",,"H",121,"S",0,"H",2607,29,"NASELLE","WA","PACIFIC"
"98639","NORTH BONNEVILLE, WA","C","D",0,"D",0,"D",0,12,"NORTH BONNEVILLE","WA","SKAMANIA"
"98640","OCEAN PARK, WA",,"H",399,"H",1961,"H",9094,79,"OCEAN PARK","WA","PACIFIC"
"98641","OYSTERVILLE, WA","A","D",0,"D",0,"D",0,2,"OYSTERVILLE","WA","PACIFIC"
"98642","RIDGEFIELD, WA",,"G",2671,"G",22140,"G",94492,344,"RIDGEFIELD","WA","CLARK"
"98643","ROSBURG, WA",,"G",23,"G",307,"G",1250,6,"ROSBURG","WA","WAHKIAKUM"
"98644","SEAVIEW, WA",,"H",175,"H",812,"H",4075,36,"SEAVIEW","WA","PACIFIC"
"98645","SILVERLAKE, WA","B","S",0,"S",0,"H",3223,12,"SILVERLAKE","WA","COWLITZ"
"98647","SKAMOKAWA, WA","B","S",0,"H",51,"H",230,6,"SKAMOKAWA","WA","WAHKIAKUM"
"98648","STEVENSON, WA",,"G",719,"G",4310,"G",18588,78,"STEVENSON","WA","SKAMANIA"
"98649","TOUTLE, WA",,"G",84,"H",314,"H",1833,22,"TOUTLE","WA","COWLITZ"
"98650","TROUT LAKE, WA",,"H",76,"H",375,"H",1535,27,"TROUT LAKE","WA","KLICKITAT"
"98651","UNDERWOOD, WA",,"G",20,"G",197,"G",1018,13,"UNDERWOOD","WA","SKAMANIA"
"98660","VANCOUVER, WA",,"G",9562,"G",109706,"G",479889,830,"VANCOUVER","WA","CLARK"
"98661","VANCOUVER, WA",,"G",14496,"G",173777,"G",724158,1019,"VANCOUVER","WA","CLARK"
"98662","VANCOUVER, WA",,"G",14391,"G",132582,"G",565663,957,"VANCOUVER","WA","CLARK"
"98663","VANCOUVER, WA",,"G",3022,"G",22481,"G",90635,344,"VANCOUVER","WA","CLARK"
"98664","VANCOUVER, WA",,"G",7016,"G",96711,"G",426744,313,"VANCOUVER","WA","CLARK"
"98665","VANCOUVER, WA",,"G",8447,"G",69076,"G",292476,804,"VANCOUVER","WA","CLARK"
"98666","VANCOUVER, WA",,"G",459,"G",6672,"G",31921,27,"VANCOUVER","WA","CLARK"
"98668","VANCOUVER, WA","F","D",0,"D",0,"D",0,17,"VANCOUVER","WA","CLARK"
"98670","WAHKIACUS, WA","A","D",0,"D",0,"D",0,3,"WAHKIACUS","WA","KLICKITAT"
"98671","WASHOUGAL, WA",,"G",2234,"G",20326,"G",87382,327,"WASHOUGAL","WA","CLARK"
"98672","WHITE SALMON, WA",,"G",933,"G",8292,"G",34704,178,"WHITE SALMON","WA","KLICKITAT"
"98673","WISHRAM, WA",,"G",39,"G",258,"G",1410,6,"WISHRAM","WA","KLICKITAT"
"98674","WOODLAND, WA",,"G",3716,"G",33158,"G",146001,318,"WOODLAND","WA","COWLITZ"
"98675","YACOLT, WA",,"H",335,"G",2293,"G",10492,98,"YACOLT","WA","CLARK"
"98682","VANCOUVER, WA",,"G",6899,"G",66349,"G",277076,733,"VANCOUVER","WA","CLARK"
"98683","VANCOUVER, WA",,"G",9759,"G",117525,"G",491440,652,"VANCOUVER","WA","CLARK"
"98684","VANCOUVER, WA",,"G",9309,"G",84204,"G",342988,679,"VANCOUVER","WA","CLARK"
"98685","VANCOUVER, WA",,"G",3226,"G",28326,"G",126369,458,"VANCOUVER","WA","CLARK"
"98686","VANCOUVER, WA",,"G",5539,"H",66084,"H",269186,423,"VANCOUVER","WA","CLARK"
"98687","VANCOUVER, WA",,"G",41,"G",153,"G",801,13,"VANCOUVER","WA","CLARK"
"98801","WENATCHEE, WA",,"G",16698,"G",159951,"G",700916,1347,"WENATCHEE","WA","CHELAN"
"98802","EAST WENATCHEE, WA",,"G",5522,"G",39594,"G",170954,553,"EAST WENATCHEE","WA","DOUGLAS"
"98807","WENATCHEE, WA",,"G",249,"G",2991,"H",15163,46,"WENATCHEE","WA","CHELAN"
"98811","ARDENVOIR, WA","A","D",0,"D",0,"D",0,3,"ARDENVOIR","WA","CHELAN"
"98812","BREWSTER, WA",,"G",844,"H",6451,"H",27349,110,"BREWSTER","WA","OKANOGAN"
"98813","BRIDGEPORT, WA",,"G",47,"G",233,"G",1242,15,"BRIDGEPORT","WA","DOUGLAS"
"98814","CARLTON, WA",,"G",11,"H",23,"G",280,12,"CARLTON","WA","OKANOGAN"
"98815","CASHMERE, WA",,"G",1119,"G",7417,"G",34519,163,"CASHMERE","WA","CHELAN"
"98816","CHELAN, WA",,"H",2424,"G",16766,"G",79022,291,"CHELAN","WA","CHELAN"
"98817","CHELAN FALLS, WA","A","D",0,"D",0,"D",0,2,"CHELAN FALLS","WA","CHELAN"
"98819","CONCONULLY, WA",,"G",11,"G",30,"G",142,4,"CONCONULLY","WA","OKANOGAN"
"98821","DRYDEN, WA","B","D",0,"D",0,"D",0,9,"DRYDEN","WA","CHELAN"
"98822","ENTIAT, WA",,"G",226,"S",0,"H",7810,32,"ENTIAT","WA","CHELAN"
"98823","EPHRATA, WA",,"G",1872,"G",13110,"G",57164,238,"EPHRATA","WA","GRANT"
"98824","GEORGE, WA","B","D",0,"D",0,"D",0,10,"GEORGE","WA","GRANT"
"98826","LEAVENWORTH, WA",,"G",2280,"G",11601,"G",54240,327,"LEAVENWORTH","WA","CHELAN"
"98827","LOOMIS, WA","A","D",0,"D",0,"D",0,3,"LOOMIS","WA","OKANOGAN"
"98828","MALAGA, WA",,"G",589,"G",9542,"G",38553,28,"MALAGA","WA","CHELAN"
"98829","MALOTT, WA",,"G",12,"G",58,"G",300,6,"MALOTT","WA","OKANOGAN"
"98830","MANSFIELD, WA",,"G",25,"H",179,"G",758,6,"MANSFIELD","WA","DOUGLAS"
"98831","MANSON, WA",,"G",594,"G",3643,"G",18442,84,"MANSON","WA","CHELAN"
"98832","MARLIN, WA","C","D",0,"D",0,"D",0,4,"MARLIN","WA","GRANT"
"98833","MAZAMA, WA",,"G",113,"G",521,"G",1823,20,"MAZAMA","WA","OKANOGAN"
"98834","METHOW, WA","A","S",0,"H",58,"H",323,4,"METHOW","WA","OKANOGAN"
"98836","MONITOR, WA",,"G",215,"G",1421,"G",5395,13,"MONITOR","WA","CHELAN"
"98837","MOSES LAKE, WA",,"G",11650,"G",110763,"G",444964,919,"MOSES LAKE","WA","GRANT"
"98840","OKANOGAN, WA",,"G",908,"G",5454,"G",24608,128,"OKANOGAN","WA","OKANOGAN"
"98841","OMAK, WA",,"G",2858,"G",18474,"G",79638,261,"OMAK","WA","OKANOGAN"
"98843","ORONDO, WA","E","D",0,"D",0,"D",0,18,"ORONDO","WA","DOUGLAS"
"98844","OROVILLE, WA",,"H",517,"G",3076,"G",13440,92,"OROVILLE","WA","OKANOGAN"
"98845","PALISADES, WA","A","D",0,"D",0,"D",0,3,"PALISADES","WA","DOUGLAS"
"98846","PATEROS, WA",,"G",571,"G",2759,"G",19439,32,"PATEROS","WA","OKANOGAN"
"98847","PESHASTIN, WA",,"G",449,"G",3116,"G",11344,44,"PESHASTIN","WA","CHELAN"
"98848","QUINCY, WA",,"G",2551,"G",16405,"G",99962,237,"QUINCY","WA","GRANT"
"98849","RIVERSIDE, WA",,"G",13,"G",45,"G",469,11,"RIVERSIDE","WA","OKANOGAN"
"98850","ROCK ISLAND, WA",,"G",46,"G",287,"G",1268,17,"ROCK ISLAND","WA","DOUGLAS"
"98851","SOAP LAKE, WA",,"G",144,"G",499,"G",2391,39,"SOAP LAKE","WA","GRANT"
"98852","STEHEKIN, WA","A","D",0,"D",0,"D",0,7,"STEHEKIN","WA","CHELAN"
"98853","STRATFORD, WA","A","D",0,"D",0,"D",0,2,"STRATFORD","WA","GRANT"
"98855","TONASKET, WA",,"H",946,"G",5996,"G",26264,137,"TONASKET","WA","OKANOGAN"
"98856","TWISP, WA",,"G",425,"G",2256,"G",11905,120,"TWISP","WA","OKANOGAN"
"98857","WARDEN, WA",,"H",829,"H",6375,"H",28930,55,"WARDEN","WA","GRANT"
"98858","WATERVILLE, WA",,"G",156,"H",1359,"H",5307,36,"WATERVILLE","WA","DOUGLAS"
"98859","WAUCONDA, WA","A","D",0,"D",0,"D",0,4,"WAUCONDA","WA","OKANOGAN"
"98860","WILSON CREEK, WA","A","S",0,"H",40,"G",169,6,"WILSON CREEK","WA","GRANT"
"98862","WINTHROP, WA",,"H",779,"H",4128,"G",18738,161,"WINTHROP","WA","OKANOGAN"
"98901","YAKIMA, WA",,"G",10003,"G",77899,"G",328271,775,"YAKIMA","WA","YAKIMA"
"98902","YAKIMA, WA",,"G",17723,"G",165008,"G",702790,1164,"YAKIMA","WA","YAKIMA"
"98903","YAKIMA, WA",,"G",8169,"G",66859,"G",292056,529,"YAKIMA","WA","YAKIMA"
"98907","YAKIMA, WA",,"G",441,"G",4389,"G",19943,35,"YAKIMA","WA","YAKIMA"
"98908","YAKIMA, WA",,"G",6080,"G",41845,"G",182134,557,"YAKIMA","WA","YAKIMA"
"98909","YAKIMA, WA",,"G",662,"G",3652,"G",14842,26,"YAKIMA","WA","YAKIMA"
"98921","BUENA, WA",,"G",48,"G",230,"G",893,6,"BUENA","WA","YAKIMA"
"98922","CLE ELUM, WA",,"G",1287,"G",9595,"G",41984,235,"CLE ELUM","WA","KITTITAS"
"98923","COWICHE, WA","E","S",0,"H",1444,"H",6310,19,"COWICHE","WA","YAKIMA"
"98925","EASTON, WA",,"G",61,"G",250,"G",1163,15,"EASTON","WA","KITTITAS"
"98926","ELLENSBURG, WA",,"G",6864,"G",45940,"G",201960,745,"ELLENSBURG","WA","KITTITAS"
"98930","GRANDVIEW, WA",,"G",2236,"G",17730,"G",78388,184,"GRANDVIEW","WA","YAKIMA"
"98932","GRANGER, WA",,"H",233,"G",1595,"G",8234,34,"GRANGER","WA","YAKIMA"
"98933","HARRAH, WA",,"H",86,"H",725,"H",4017,16,"HARRAH","WA","YAKIMA"
"98934","KITTITAS, WA",,"H",91,"H",383,"H",1879,25,"KITTITAS","WA","KITTITAS"
"98935","MABTON, WA","E","D",0,"D",0,"D",0,27,"MABTON","WA","YAKIMA"
"98936","MOXEE, WA",,"G",1054,"G",8790,"G",41526,69,"MOXEE","WA","YAKIMA"
"98937","NACHES, WA",,"G",817,"G",4372,"G",19881,79,"NACHES","WA","YAKIMA"
"98938","OUTLOOK, WA",,"G",62,"G",488,"G",2324,8,"OUTLOOK","WA","YAKIMA"
"98939","PARKER, WA",,"H",138,"H",737,"H",4566,6,"PARKER","WA","YAKIMA"
"98940","RONALD, WA","B","S",0,"H",139,"G",756,14,"RONALD","WA","KITTITAS"
"98941","ROSLYN, WA",,"H",130,"G",844,"G",3805,29,"ROSLYN","WA","KITTITAS"
"98942","SELAH, WA",,"G",2612,"G",21301,"G",97479,247,"SELAH","WA","YAKIMA"
"98943","SOUTH CLE ELUM, WA",,"G",10,"G",52,"G",285,6,"SOUTH CLE ELUM","WA","KITTITAS"
"98944","SUNNYSIDE, WA",,"G",5214,"G",41187,"G",177866,420,"SUNNYSIDE","WA","YAKIMA"
"98946","THORP, WA",,"H",51,"H",560,"H",1933,14,"THORP","WA","KITTITAS"
"98947","TIETON, WA",,"G",340,"G",1629,"G",9182,23,"TIETON","WA","YAKIMA"
"98948","TOPPENISH, WA",,"G",3922,"G",29482,"G",122357,153,"TOPPENISH","WA","YAKIMA"
"98950","VANTAGE, WA","B","D",0,"D",0,"D",0,7,"VANTAGE","WA","KITTITAS"
"98951","WAPATO, WA",,"G",1534,"G",11104,"G",46088,103,"WAPATO","WA","YAKIMA"
"98952","WHITE SWAN, WA",,"G",239,"G",2408,"G",12950,18,"WHITE SWAN","WA","YAKIMA"
"98953","ZILLAH, WA",,"G",728,"G",4558,"G",23093,96,"ZILLAH","WA","YAKIMA"
"99001","AIRWAY HEIGHTS, WA",,"H",3094,"H",22221,"H",98083,115,"AIRWAY HEIGHTS","WA","SPOKANE"
"99003","CHATTAROY, WA",,"G",268,"G",1693,"G",7883,82,"CHATTAROY","WA","SPOKANE"
"99004","CHENEY, WA",,"H",2565,"H",20530,"H",88138,215,"CHENEY","WA","SPOKANE"
"99005","COLBERT, WA",,"H",574,"H",3157,"G",16512,133,"COLBERT","WA","SPOKANE"
"99006","DEER PARK, WA",,"G",1318,"G",9991,"G",44981,222,"DEER PARK","WA","SPOKANE"
"99008","EDWALL, WA",,"G",33,"G",162,"G",586,7,"EDWALL","WA","LINCOLN"
"99009","ELK, WA",,"G",109,"G",575,"G",2848,47,"ELK","WA","SPOKANE"
"99011","FAIRCHILD AIR FORCE BASE, WA",,"H",393,"G",2968,"G",12034,32,"FAIRCHILD AIR FORCE BASE","WA","SPOKANE"
"99012","FAIRFIELD, WA",,"G",106,"H",1162,"H",4869,18,"FAIRFIELD","WA","SPOKANE"
"99013","FORD, WA","B","S",0,"H",531,"H",2366,10,"FORD","WA","STEVENS"
"99014","FOUR LAKES, WA","C","D",0,"D",0,"D",0,4,"FOUR LAKES","WA","SPOKANE"
"99016","GREENACRES, WA",,"G",901,"G",7532,"G",34237,165,"GREENACRES","WA","SPOKANE"
"99017","LAMONT, WA","A","D",0,"D",0,"D",0,1,"LAMONT","WA","WHITMAN"
"99018","LATAH, WA","A","D",0,"D",0,"D",0,2,"LATAH","WA","SPOKANE"
"99019","LIBERTY LAKE, WA",,"G",6055,"G",81287,"G",311418,285,"LIBERTY LAKE","WA","SPOKANE"
"99020","MARSHALL, WA","A","D",0,"D",0,"D",0,2,"MARSHALL","WA","SPOKANE"
"99021","MEAD, WA",,"G",1161,"G",6884,"G",31662,145,"MEAD","WA","SPOKANE"
"99022","MEDICAL LAKE, WA",,"G",501,"G",3105,"G",13988,75,"MEDICAL LAKE","WA","SPOKANE"
"99023","MICA, WA","A","S",0,"G",67,"G",417,6,"MICA","WA","SPOKANE"
"99025","NEWMAN LAKE, WA",,"G",149,"G",1162,"G",6961,59,"NEWMAN LAKE","WA","SPOKANE"
"99026","NINE MILE FALLS, WA",,"H",346,"G",2201,"H",11623,120,"NINE MILE FALLS","WA","SPOKANE"
"99027","OTIS ORCHARDS, WA",,"G",506,"G",5763,"G",23938,98,"OTIS ORCHARDS","WA","SPOKANE"
"99029","REARDAN, WA","C","S",0,"H",749,"G",3182,22,"REARDAN","WA","LINCOLN"
"99030","ROCKFORD, WA",,"H",114,"G",922,"G",3753,13,"ROCKFORD","WA","SPOKANE"
"99031","SPANGLE, WA",,"G",403,"G",1361,"G",4962,31,"SPANGLE","WA","SPOKANE"
"99032","SPRAGUE, WA","B","S",0,"H",196,"H",848,9,"SPRAGUE","WA","LINCOLN"
"99033","TEKOA, WA",,"G",146,"G",1067,"G",4159,23,"TEKOA","WA","WHITMAN"
"99034","TUMTUM, WA","A","D",0,"D",0,"D",0,2,"TUMTUM","WA","STEVENS"
"99036","VALLEYFORD, WA",,"H",36,"G",184,"G",1092,24,"VALLEYFORD","WA","SPOKANE"
"99037","VERADALE, WA",,"G",3429,"G",20278,"G",86045,318,"VERADALE","WA","SPOKANE"
"99039","WAVERLY, WA","A","D",0,"D",0,"D",0,1,"WAVERLY","WA","SPOKANE"
"99040","WELLPINIT, WA",,"G",16,"G",114,"G",832,6,"WELLPINIT","WA","STEVENS"
"99101","ADDY, WA",,"G",34,"G",175,"G",830,17,"ADDY","WA","STEVENS"
"99102","ALBION, WA","A","D",0,"D",0,"D",0,3,"ALBION","WA","WHITMAN"
"99103","ALMIRA, WA","B","S",0,"H",593,"G",2745,11,"ALMIRA","WA","LINCOLN"
"99104","BELMONT, WA","A","D",0,"D",0,"D",0,1,"BELMONT","WA","WHITMAN"
"99107","BOYDS, WA","A","D",0,"D",0,"D",0,1,"BOYDS","WA","FERRY"
"99109","CHEWELAH, WA",,"G",1246,"G",8335,"G",35100,128,"CHEWELAH","WA","STEVENS"
"99110","CLAYTON, WA",,"G",61,"H",500,"H",2298,19,"CLAYTON","WA","STEVENS"
"99111","COLFAX, WA",,"G",1273,"G",9787,"G",41696,143,"COLFAX","WA","WHITMAN"
"99113","COLTON, WA",,"H",54,"H",463,"H",1876,14,"COLTON","WA","WHITMAN"
"99114","COLVILLE, WA",,"G",3800,"G",28832,"G",120931,391,"COLVILLE","WA","STEVENS"
"99115","COULEE CITY, WA","C","D",0,"D",0,"D",0,26,"COULEE CITY","WA","GRANT"
"99116","COULEE DAM, WA",,"H",273,"H",1975,"H",7600,20,"COULEE DAM","WA","OKANOGAN"
"99117","CRESTON, WA",,"G",59,"G",324,"G",2431,11,"CRESTON","WA","LINCOLN"
"99118","CURLEW, WA",,"G",19,"G",142,"H",857,8,"CURLEW","WA","FERRY"
"99119","CUSICK, WA",,"H",28,"H",194,"G",863,10,"CUSICK","WA","PEND OREILLE"
"99121","DANVILLE, WA",,"G",12,"G",36,"G",151,3,"DANVILLE","WA","FERRY"
"99122","DAVENPORT, WA",,"G",865,"G",7757,"G",35564,107,"DAVENPORT","WA","LINCOLN"
"99123","ELECTRIC CITY, WA","B","S",0,"H",150,"G",937,14,"ELECTRIC CITY","WA","GRANT"
"99124","ELMER CITY, WA","A","D",0,"D",0,"D",0,2,"ELMER CITY","WA","OKANOGAN"
"99125","ENDICOTT, WA","B","S",0,"G",270,"G",918,7,"ENDICOTT","WA","WHITMAN"
"99126","EVANS, WA","A","S",0,"G",1,"G",85,4,"EVANS","WA","STEVENS"
"99128","FARMINGTON, WA",,"G",21,"G",153,"G",665,7,"FARMINGTON","WA","WHITMAN"
"99129","FRUITLAND, WA",,"G",8,"G",48,"G",223,4,"FRUITLAND","WA","STEVENS"
"99130","GARFIELD, WA",,"G",97,"G",1160,"G",4273,13,"GARFIELD","WA","WHITMAN"
"99131","GIFFORD, WA","A","D",0,"D",0,"D",0,1,"GIFFORD","WA","STEVENS"
"99133","GRAND COULEE, WA",,"G",500,"G",3857,"G",17368,57,"GRAND COULEE","WA","GRANT"
"99134","HARRINGTON, WA",,"H",33,"G",248,"G",1028,7,"HARRINGTON","WA","LINCOLN"
"99135","HARTLINE, WA","A","D",0,"D",0,"D",0,1,"HARTLINE","WA","GRANT"
"99137","HUNTERS, WA",,"G",11,"G",33,"G",193,5,"HUNTERS","WA","STEVENS"
"99138","INCHELIUM, WA",,"G",27,"G",163,"G",854,8,"INCHELIUM","WA","FERRY"
"99139","IONE, WA",,"G",75,"G",463,"G",2181,20,"IONE","WA","PEND OREILLE"
"99140","KELLER, WA",,"H",22,"G",158,"G",745,7,"KELLER","WA","FERRY"
"99141","KETTLE FALLS, WA",,"G",773,"G",6898,"G",31204,93,"KETTLE FALLS","WA","STEVENS"
"99143","LACROSSE, WA",,"G",86,"G",908,"G",3472,21,"LACROSSE","WA","WHITMAN"
"99144","LAMONA, WA","A","D",0,"D",0,"D",0,1,"LAMONA","WA","LINCOLN"
"99147","LINCOLN, WA","A","D",0,"D",0,"D",0,3,"LINCOLN","WA","LINCOLN"
"99148","LOON LAKE, WA",,"G",98,"G",337,"G",1836,35,"LOON LAKE","WA","STEVENS"
"99150","MALO, WA",,"G",26,"G",268,"G",1027,5,"MALO","WA","FERRY"
"99151","MARCUS, WA","A","D",0,"D",0,"D",0,1,"MARCUS","WA","STEVENS"
"99152","METALINE, WA","A","D",0,"D",0,"D",0,2,"METALINE","WA","PEND OREILLE"
"99153","METALINE FALLS, WA",,"G",105,"G",1705,"G",6715,13,"METALINE FALLS","WA","PEND OREILLE"
"99154","MOHLER, WA","A","D",0,"D",0,"D",0,1,"MOHLER","WA","LINCOLN"
"99155","NESPELEM, WA",,"G",79,"G",760,"G",3097,8,"NESPELEM","WA","OKANOGAN"
"99156","NEWPORT, WA",,"G",1057,"G",7894,"G",32647,137,"NEWPORT","WA","PEND OREILLE"
"99157","NORTHPORT, WA",,"G",44,"G",297,"G",1030,16,"NORTHPORT","WA","STEVENS"
"99158","OAKESDALE, WA","B","D",0,"D",0,"D",0,7,"OAKESDALE","WA","WHITMAN"
"99159","ODESSA, WA",,"G",273,"G",2401,"G",10072,32,"ODESSA","WA","LINCOLN"
"99160","ORIENT, WA","A","D",0,"D",0,"D",0,2,"ORIENT","WA","FERRY"
"99161","PALOUSE, WA",,"G",80,"G",607,"G",2601,24,"PALOUSE","WA","WHITMAN"
"99163","PULLMAN, WA",,"G",7411,"G",62728,"G",277823,492,"PULLMAN","WA","WHITMAN"
"99164","PULLMAN, WA",,"G",117,"H",334,"H",1143,6,"PULLMAN","WA","WHITMAN"
"99166","REPUBLIC, WA",,"G",652,"G",7582,"G",31608,92,"REPUBLIC","WA","FERRY"
"99167","RICE, WA",,"G",16,"G",78,"G",420,11,"RICE","WA","STEVENS"
"99169","RITZVILLE, WA",,"G",561,"G",4006,"H",21854,78,"RITZVILLE","WA","ADAMS"
"99170","ROSALIA, WA","C","D",0,"D",0,"D",0,26,"ROSALIA","WA","WHITMAN"
"99171","SAINT JOHN, WA",,"G",128,"G",1107,"G",4999,31,"SAINT JOHN","WA","WHITMAN"
"99173","SPRINGDALE, WA",,"H",60,"G",330,"G",1389,15,"SPRINGDALE","WA","STEVENS"
"99174","STEPTOE, WA","A","D",0,"D",0,"D",0,3,"STEPTOE","WA","WHITMAN"
"99176","THORNTON, WA",,"G",41,"G",461,"G",2224,3,"THORNTON","WA","WHITMAN"
